Platform,Year_of_Release,Genre,Publisher,Rating,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
X360,2006.0,Role-Playing,Ubisoft,T,0.16,0.02,0.0,0.02,0.19,69.0,54.0,6.9,60.0
X360,2008.0,Shooter,Eidos Interactive,M,0.08,0.09,0.0,0.02,0.19,52.0,35.0,4.9,22.0
PC,2016.0,Action,Take-Two Interactive,M,0.08,0.1,0.0,0.02,0.19,63.0,29.0,3.2,881.0
PS2,2003.0,Shooter,Electronic Arts,M,0.09,0.07,0.0,0.02,0.19,62.0,19.0,8.3,7.0
XB,2003.0,Action,Eidos Interactive,M,0.14,0.04,0.0,0.01,0.19,74.0,30.0,7.9,21.0
X360,2006.0,Role-Playing,Square Enix,T,0.17,0.01,0.0,0.01,0.19,66.0,25.0,6.5,33.0
PSP,2005.0,Action,Ubisoft,T,0.16,0.01,0.0,0.02,0.19,56.0,10.0,6.4,22.0
XOne,2013.0,Fighting,Ubisoft,T,0.11,0.07,0.0,0.02,0.19,23.0,39.0,3.0,211.0
PS2,2003.0,Strategy,Electronic Arts,T,0.09,0.07,0.0,0.02,0.19,66.0,17.0,8.4,30.0
PS3,2010.0,Platform,Activision,E10+,0.16,0.02,0.0,0.02,0.19,57.0,11.0,4.5,6.0
PSP,2009.0,Action,Activision,T,0.13,0.03,0.0,0.03,0.19,60.0,6.0,7.5,12.0
PS2,2003.0,Sports,Midway Games,E,0.09,0.07,0.0,0.02,0.19,79.0,23.0,8.9,13.0
DS,2009.0,Shooter,Square Enix,E,0.17,0.01,0.0,0.01,0.19,82.0,38.0,7.1,8.0
3DS,2011.0,Action,Electronic Arts,E10+,0.09,0.09,0.0,0.02,0.19,65.0,9.0,6.0,26.0
PC,2010.0,Strategy,Square Enix,E10+,0.0,0.15,0.0,0.04,0.19,77.0,54.0,6.2,803.0
PS3,2010.0,Shooter,Tecmo Koei,M,0.05,0.09,0.02,0.03,0.19,43.0,34.0,5.3,21.0
Wii,2009.0,Simulation,Ubisoft,E10+,0.12,0.06,0.0,0.02,0.19,81.0,24.0,8.5,15.0
WiiU,2015.0,Misc,Activision,T,0.12,0.05,0.0,0.02,0.19,84.0,4.0,6.1,36.0
PS2,2001.0,Misc,Sony Computer Entertainment,E,0.09,0.07,0.0,0.02,0.19,83.0,26.0,9.0,29.0
PS4,2014.0,Action,Tecmo Koei,T,0.06,0.07,0.03,0.03,0.19,63.0,30.0,7.5,42.0
XB,2002.0,Sports,Electronic Arts,E,0.14,0.04,0.0,0.01,0.19,79.0,17.0,9.0,4.0
3DS,2011.0,Misc,THQ,E,0.13,0.05,0.0,0.02,0.19,64.0,8.0,6.0,8.0
XB,2004.0,Role-Playing,Microsoft Game Studios,M,0.14,0.04,0.0,0.01,0.19,72.0,75.0,8.4,49.0
X360,2010.0,Adventure,Namco Bandai Games,T,0.14,0.03,0.0,0.01,0.19,74.0,46.0,8.1,24.0
X360,2012.0,Action,Konami Digital Entertainment,M,0.11,0.06,0.01,0.02,0.19,69.0,17.0,5.6,98.0
Wii,2009.0,Role-Playing,Marvelous Interactive,T,0.12,0.0,0.06,0.01,0.19,64.0,26.0,7.8,43.0
PC,2014.0,Role-Playing,Ubisoft,M,0.07,0.1,0.0,0.01,0.19,85.0,48.0,8.6,1739.0
GC,2004.0,Action,Konami Digital Entertainment,T,0.15,0.04,0.0,0.01,0.19,49.0,16.0,4.6,7.0
PSV,2012.0,Sports,Sony Computer Entertainment,E,0.17,0.0,0.0,0.02,0.19,76.0,15.0,7.8,42.0
PC,2010.0,Action,Take-Two Interactive,E,0.18,0.0,0.0,0.01,0.19,82.0,6.0,8.6,37.0
Wii,2011.0,Fighting,THQ,T,0.1,0.07,0.0,0.02,0.19,68.0,11.0,7.0,8.0
DS,2006.0,Fighting,Namco Bandai Games,T,0.02,0.01,0.16,0.0,0.19,61.0,22.0,4.4,10.0
X360,2008.0,Fighting,Electronic Arts,T,0.15,0.02,0.0,0.02,0.19,54.0,57.0,6.3,19.0
DS,2010.0,Action,Activision,E10+,0.17,0.01,0.0,0.01,0.19,73.0,13.0,7.0,6.0
GBA,2002.0,Role-Playing,Media Rings,E,0.14,0.05,0.0,0.0,0.19,79.0,20.0,7.8,8.0
PS2,2005.0,Shooter,Eidos Interactive,M,0.09,0.07,0.0,0.02,0.19,62.0,15.0,8.5,10.0
PSP,2010.0,Action,Electronic Arts,M,0.12,0.03,0.01,0.02,0.19,70.0,14.0,8.1,46.0
WiiU,2013.0,Fighting,Warner Bros. Interactive Entertainment,T,0.09,0.08,0.0,0.02,0.19,82.0,5.0,7.9,112.0
DS,2008.0,Action,Eidos Interactive,T,0.15,0.02,0.0,0.01,0.19,70.0,9.0,8.4,10.0
PSP,2005.0,Platform,Konami Digital Entertainment,T,0.17,0.0,0.0,0.01,0.19,61.0,40.0,7.3,21.0
GC,2003.0,Action,Universal Interactive,T,0.15,0.04,0.0,0.01,0.19,71.0,26.0,7.4,7.0
PS2,2006.0,Role-Playing,Sega,T,0.0,0.0,0.19,0.0,0.19,68.0,18.0,8.5,23.0
PS2,2002.0,Shooter,Activision,M,0.09,0.07,0.0,0.02,0.19,65.0,28.0,8.6,16.0
PS2,2002.0,Sports,Atari,T,0.09,0.07,0.0,0.02,0.19,76.0,15.0,8.5,6.0
PS2,2004.0,Action,Sega,M,0.09,0.07,0.0,0.02,0.19,58.0,33.0,8.0,24.0
PS3,2009.0,Shooter,THQ,M,0.1,0.06,0.01,0.03,0.19,72.0,37.0,7.2,57.0
PC,2013.0,Action,Deep Silver,M,0.06,0.11,0.0,0.02,0.19,82.0,71.0,8.6,2654.0
PC,2015.0,Shooter,Take-Two Interactive,M,0.08,0.1,0.0,0.02,0.19,77.0,39.0,4.3,969.0
WiiU,2013.0,Action,Capcom,M,0.07,0.07,0.03,0.01,0.19,80.0,19.0,7.5,146.0
GC,2006.0,Platform,Vivendi Games,E10+,0.15,0.04,0.0,0.01,0.19,67.0,13.0,7.3,11.0
PS3,2008.0,Simulation,Ubisoft,T,0.06,0.02,0.1,0.01,0.19,62.0,22.0,7.6,31.0
XB,2004.0,Action,Electronic Arts,E,0.14,0.04,0.0,0.01,0.19,67.0,23.0,8.8,10.0
PSV,2012.0,Fighting,Capcom,T,0.1,0.04,0.01,0.03,0.19,79.0,25.0,7.5,66.0
PSV,2014.0,Role-Playing,Nippon Ichi Software,T,0.02,0.02,0.13,0.01,0.19,80.0,23.0,7.3,73.0
PS2,2005.0,Action,Sony Computer Entertainment,M,0.09,0.07,0.0,0.02,0.19,68.0,37.0,8.0,5.0
X360,2009.0,Role-Playing,Deep Silver,M,0.07,0.11,0.0,0.01,0.19,60.0,37.0,6.4,77.0
DS,2008.0,Role-Playing,Tecmo Koei,E10+,0.16,0.0,0.02,0.01,0.19,72.0,36.0,7.6,19.0
X360,2007.0,Action,Namco Bandai Games,T,0.15,0.01,0.02,0.01,0.19,55.0,34.0,6.8,20.0
DS,2007.0,Adventure,Unknown,E,0.0,0.0,0.19,0.0,0.19,78.0,14.0,7.5,13.0
PC,2013.0,Action,Ubisoft,M,0.04,0.13,0.0,0.01,0.19,82.0,13.0,7.4,754.0
Wii,2007.0,Adventure,Namco Bandai Games,T,0.07,0.0,0.11,0.01,0.19,67.0,17.0,8.5,32.0
PS3,2010.0,Sports,Ubisoft,T,0.11,0.05,0.0,0.03,0.19,61.0,26.0,6.5,8.0
PS3,2008.0,Shooter,Eidos Interactive,M,0.05,0.1,0.0,0.03,0.19,51.0,28.0,3.1,25.0
X360,2012.0,Action,Sega,M,0.09,0.06,0.02,0.02,0.19,74.0,43.0,8.0,185.0
PS3,2009.0,Action,Activision,E10+,0.13,0.03,0.0,0.02,0.19,67.0,23.0,7.3,7.0
PS2,2003.0,Strategy,Capcom,T,0.09,0.07,0.0,0.02,0.19,59.0,18.0,5.6,5.0
PS2,2003.0,Shooter,Metro 3D,E,0.09,0.07,0.0,0.02,0.19,79.0,50.0,9.1,21.0
PS3,2008.0,Adventure,Disney Interactive Studios,E10+,0.12,0.04,0.0,0.02,0.19,59.0,11.0,6.8,6.0
XB,2002.0,Racing,Sega,E,0.12,0.03,0.03,0.01,0.19,82.0,24.0,8.2,24.0
PC,2011.0,Racing,Codemasters,E,0.0,0.15,0.0,0.04,0.19,83.0,10.0,7.2,83.0
PS2,2005.0,Action,Activision,E10+,0.09,0.07,0.0,0.02,0.19,68.0,13.0,8.1,15.0
PS2,2006.0,Action,Tecmo Koei,T,0.0,0.0,0.19,0.0,0.19,55.0,20.0,7.3,7.0
XB,2002.0,Action,Eidos Interactive,M,0.14,0.04,0.0,0.01,0.19,76.0,22.0,9.0,9.0
X360,2011.0,Shooter,D3Publisher,T,0.1,0.04,0.03,0.01,0.19,68.0,40.0,8.2,45.0
PS3,2010.0,Sports,Take-Two Interactive,E,0.17,0.0,0.0,0.01,0.19,74.0,19.0,5.3,4.0
PC,2013.0,Action,Deep Silver,M,0.11,0.06,0.0,0.02,0.19,86.0,45.0,7.4,1543.0
XB,2003.0,Sports,Electronic Arts,E,0.14,0.04,0.0,0.01,0.19,69.0,14.0,7.5,4.0
XOne,2014.0,Misc,Microsoft Game Studios,T,0.15,0.03,0.0,0.0,0.19,74.0,19.0,7.0,47.0
PS3,2011.0,Action,Tecmo Koei,M,0.06,0.04,0.07,0.02,0.19,44.0,22.0,7.0,24.0
PS2,2002.0,Role-Playing,Tecmo Koei,T,0.09,0.07,0.0,0.02,0.19,79.0,47.0,8.5,15.0
PC,2010.0,Role-Playing,JoWood Productions,T,0.09,0.08,0.0,0.02,0.19,63.0,25.0,4.4,307.0
X360,2008.0,Sports,Midway Games,E,0.17,0.0,0.0,0.01,0.19,55.0,42.0,4.2,15.0
XB,2006.0,Sports,Electronic Arts,E,0.13,0.05,0.0,0.01,0.19,81.0,21.0,6.8,6.0
Wii,2007.0,Action,Disney Interactive Studios,E10+,0.17,0.0,0.0,0.01,0.19,62.0,11.0,6.3,4.0
PS4,2016.0,Role-Playing,Namco Bandai Games,T,0.06,0.02,0.1,0.02,0.19,69.0,32.0,7.7,52.0
PC,2011.0,Action,Warner Bros. Interactive Entertainment,M,0.05,0.11,0.0,0.03,0.19,66.0,21.0,7.1,289.0
X360,2010.0,Racing,Black Bean Games,E10+,0.1,0.07,0.0,0.02,0.19,74.0,13.0,8.3,8.0
PS3,2011.0,Action,Electronic Arts,E10+,0.07,0.09,0.0,0.03,0.19,65.0,23.0,6.4,7.0
PS2,2003.0,Role-Playing,Sony Online Entertainment,T,0.09,0.07,0.0,0.02,0.19,77.0,16.0,8.5,17.0
PS3,2013.0,Role-Playing,Nippon Ichi Software,T,0.05,0.03,0.09,0.02,0.19,65.0,31.0,7.4,50.0
X360,2011.0,Action,Electronic Arts,M,0.1,0.06,0.01,0.02,0.19,76.0,76.0,8.4,139.0
DC,2001.0,Role-Playing,Sega,T,0.0,0.0,0.19,0.0,0.19,80.0,10.0,8.9,18.0
PS2,2004.0,Fighting,Vivendi Games,M,0.09,0.07,0.0,0.02,0.18,36.0,28.0,4.4,22.0
PSP,2005.0,Action,Tecmo Koei,T,0.07,0.0,0.11,0.01,0.18,64.0,30.0,6.4,8.0
Wii,2007.0,Action,D3Publisher,T,0.17,0.0,0.0,0.01,0.18,51.0,19.0,7.5,17.0
Wii,2009.0,Action,Namco Bandai Games,E,0.17,0.0,0.0,0.01,0.18,71.0,33.0,8.2,5.0
XB,2005.0,Shooter,Take-Two Interactive,T,0.14,0.04,0.0,0.01,0.18,69.0,46.0,7.8,10.0
XB,2003.0,Action,LucasArts,T,0.14,0.04,0.0,0.01,0.18,73.0,43.0,8.6,17.0
PS2,2003.0,Action,Vivendi Games,T,0.09,0.07,0.0,0.02,0.18,72.0,27.0,8.9,47.0
XB,2002.0,Platform,Electronic Arts,E,0.14,0.04,0.0,0.01,0.18,68.0,13.0,8.5,11.0
PS3,2011.0,Shooter,Unknown,T,0.17,0.0,0.0,0.02,0.18,39.0,5.0,3.3,16.0
PS2,2003.0,Adventure,Sony Computer Entertainment,M,0.09,0.07,0.0,0.02,0.18,72.0,48.0,7.8,41.0
XB,2005.0,Shooter,Midway Games,M,0.14,0.04,0.0,0.01,0.18,51.0,27.0,2.8,6.0
PC,2011.0,Racing,Ubisoft,T,0.05,0.1,0.0,0.03,0.18,80.0,11.0,7.0,332.0
XOne,2014.0,Misc,Ubisoft,E,0.08,0.09,0.0,0.01,0.18,58.0,6.0,8.3,28.0
PS2,2003.0,Misc,Sony Computer Entertainment,T,0.09,0.07,0.0,0.02,0.18,86.0,35.0,8.8,26.0
DS,2008.0,Role-Playing,Square Enix,T,0.11,0.01,0.05,0.01,0.18,82.0,32.0,7.5,35.0
XB,2005.0,Role-Playing,Midway Games,T,0.14,0.04,0.0,0.01,0.18,61.0,36.0,7.8,4.0
XB,2001.0,Shooter,Konami Digital Entertainment,E,0.14,0.04,0.0,0.01,0.18,61.0,21.0,7.1,7.0
PS,2001.0,Action,Eidos Interactive,M,0.1,0.07,0.0,0.01,0.18,84.0,15.0,8.9,17.0
PS3,2014.0,Role-Playing,Tecmo Koei,E10+,0.06,0.02,0.08,0.02,0.18,76.0,26.0,7.7,44.0
PC,2008.0,Shooter,Activision,M,0.02,0.14,0.0,0.03,0.18,83.0,36.0,7.5,721.0
PS3,2010.0,Adventure,Ubisoft,M,0.11,0.05,0.0,0.02,0.18,39.0,5.0,5.6,13.0
PS2,2004.0,Shooter,Gathering of Developers,M,0.09,0.07,0.0,0.02,0.18,48.0,11.0,4.3,6.0
X360,2012.0,Shooter,Electronic Arts,M,0.1,0.06,0.0,0.02,0.18,74.0,65.0,7.1,174.0
X360,2012.0,Sports,505 Games,E10+,0.0,0.16,0.0,0.02,0.18,73.0,7.0,6.2,5.0
X360,2007.0,Shooter,Ubisoft,M,0.14,0.02,0.0,0.01,0.18,71.0,37.0,6.9,46.0
PSP,2009.0,Action,Atari,E10+,0.16,0.01,0.0,0.02,0.18,54.0,13.0,4.7,13.0
GC,2002.0,Fighting,Activision,T,0.14,0.04,0.0,0.0,0.18,75.0,27.0,8.5,20.0
Wii,2009.0,Racing,Capcom,E,0.05,0.11,0.0,0.02,0.18,44.0,10.0,5.4,11.0
Wii,2008.0,Action,SouthPeak Games,E10+,0.16,0.01,0.0,0.01,0.18,72.0,37.0,8.7,33.0
PS4,2015.0,Fighting,Namco Bandai Games,T,0.0,0.12,0.04,0.02,0.18,59.0,30.0,7.8,45.0
PSV,2012.0,Action,Warner Bros. Interactive Entertainment,E10+,0.07,0.07,0.0,0.03,0.18,64.0,19.0,6.8,21.0
PSV,2014.0,Adventure,Marvelous Interactive,M,0.08,0.01,0.06,0.03,0.18,60.0,19.0,7.4,58.0
DS,2010.0,Action,THQ,E10+,0.13,0.04,0.0,0.01,0.18,69.0,6.0,7.0,4.0
PS4,2014.0,Racing,Milestone S.r.l.,E,0.04,0.11,0.0,0.03,0.18,73.0,28.0,6.4,26.0
Wii,2008.0,Adventure,Atari,M,0.09,0.08,0.0,0.02,0.18,39.0,10.0,4.4,34.0
DS,2008.0,Misc,Brash Entertainment,E,0.17,0.0,0.0,0.01,0.18,34.0,4.0,7.0,4.0
XB,2001.0,Racing,Infogrames,E,0.15,0.03,0.0,0.01,0.18,64.0,21.0,8.3,9.0
PSP,2011.0,Fighting,THQ,T,0.12,0.04,0.0,0.03,0.18,70.0,4.0,6.6,5.0
XB,2004.0,Shooter,Empire Interactive,M,0.14,0.04,0.0,0.01,0.18,35.0,20.0,5.9,9.0
PSV,2013.0,Role-Playing,Xseed Games,M,0.04,0.01,0.12,0.01,0.18,48.0,19.0,6.8,56.0
PS2,2004.0,Role-Playing,Capcom,E,0.09,0.07,0.0,0.02,0.18,69.0,27.0,7.1,18.0
PS2,2003.0,Racing,Genki,E,0.09,0.07,0.0,0.02,0.18,59.0,13.0,8.6,15.0
DS,2005.0,Action,Disney Interactive Studios,E10+,0.15,0.01,0.0,0.01,0.18,65.0,20.0,7.5,4.0
XB,2004.0,Sports,Activision,T,0.13,0.04,0.0,0.01,0.18,65.0,5.0,8.3,6.0
PSV,2015.0,Action,Marvelous Interactive,M,0.04,0.02,0.09,0.02,0.18,71.0,4.0,7.4,34.0
PS3,2014.0,Racing,Codemasters,E,0.05,0.09,0.01,0.03,0.18,75.0,35.0,6.8,62.0
PSP,2009.0,Role-Playing,Rising Star Games,E10+,0.08,0.01,0.07,0.01,0.18,84.0,41.0,7.8,38.0
GC,2002.0,Action,Midway Games,T,0.14,0.04,0.0,0.0,0.18,60.0,20.0,9.1,16.0
X360,2008.0,Action,Disney Interactive Studios,T,0.16,0.01,0.0,0.01,0.18,56.0,24.0,7.5,13.0
XB,2005.0,Platform,Sega,E10+,0.13,0.04,0.0,0.01,0.18,49.0,24.0,5.5,36.0
X360,2010.0,Racing,THQ,E,0.17,0.0,0.0,0.01,0.18,57.0,4.0,8.1,10.0
XB,2007.0,Action,Activision,T,0.13,0.04,0.0,0.01,0.18,63.0,32.0,7.6,8.0
X360,2012.0,Sports,Electronic Arts,E,0.1,0.06,0.0,0.02,0.18,71.0,45.0,5.1,14.0
X360,2010.0,Platform,D3Publisher,E10+,0.1,0.06,0.0,0.02,0.18,51.0,5.0,5.3,4.0
X360,2010.0,Sports,Ubisoft,E,0.08,0.08,0.0,0.02,0.18,38.0,20.0,7.9,29.0
PSP,2007.0,Action,Activision,E10+,0.16,0.0,0.0,0.01,0.18,58.0,7.0,4.4,9.0
GC,2005.0,Shooter,Activision,M,0.14,0.04,0.0,0.0,0.18,77.0,27.0,8.6,8.0
Wii,2007.0,Action,Namco Bandai Games,T,0.16,0.01,0.0,0.01,0.18,52.0,35.0,5.7,24.0
PC,2013.0,Shooter,Sega,M,0.1,0.06,0.0,0.02,0.18,45.0,40.0,3.5,1156.0
GBA,2003.0,Sports,Electronic Arts,E,0.13,0.05,0.0,0.0,0.18,75.0,5.0,7.5,4.0
PC,2010.0,Sports,Electronic Arts,E,0.0,0.14,0.0,0.04,0.18,83.0,16.0,7.7,102.0
PC,2009.0,Shooter,Take-Two Interactive,M,0.01,0.14,0.0,0.03,0.18,81.0,37.0,7.8,1363.0
Wii,2011.0,Platform,THQ,E10+,0.11,0.06,0.0,0.02,0.18,79.0,20.0,8.1,26.0
XB,2004.0,Action,Konami Digital Entertainment,M,0.14,0.04,0.0,0.01,0.18,76.0,43.0,8.3,26.0
PS2,2002.0,Strategy,Eidos Interactive,T,0.09,0.07,0.0,0.02,0.18,67.0,19.0,6.8,11.0
X360,2013.0,Action,Capcom,M,0.1,0.06,0.0,0.02,0.18,70.0,42.0,7.5,267.0
PC,2011.0,Shooter,Bethesda Softworks,T,0.06,0.09,0.0,0.03,0.18,70.0,38.0,6.0,547.0
GC,2001.0,Sports,Electronic Arts,E,0.14,0.04,0.0,0.0,0.18,81.0,13.0,8.0,9.0
GC,2001.0,Platform,Ubisoft,E,0.14,0.04,0.0,0.0,0.18,61.0,11.0,7.4,8.0
PS3,2009.0,Role-Playing,Nippon Ichi Software,T,0.07,0.05,0.03,0.02,0.18,62.0,25.0,7.2,28.0
PS4,2015.0,Action,Marvelous Interactive,M,0.08,0.0,0.08,0.02,0.18,67.0,25.0,8.0,96.0
PS,2000.0,Action,Take-Two Interactive,E,0.1,0.07,0.0,0.01,0.18,68.0,10.0,5.3,4.0
X360,2010.0,Action,Namco Bandai Games,M,0.14,0.03,0.0,0.01,0.18,62.0,51.0,7.6,60.0
PS2,2003.0,Misc,Sony Computer Entertainment,E,0.09,0.07,0.0,0.02,0.18,73.0,34.0,8.0,5.0
PS3,2011.0,Misc,THQ,T,0.16,0.0,0.0,0.01,0.18,82.0,11.0,7.3,18.0
GC,2005.0,Adventure,Global Star,E,0.14,0.04,0.0,0.0,0.18,39.0,16.0,3.2,6.0
PS2,2005.0,Simulation,505 Games,T,0.05,0.04,0.08,0.01,0.18,59.0,16.0,8.9,14.0
DS,2005.0,Racing,Electronic Arts,E,0.15,0.02,0.0,0.01,0.18,38.0,12.0,6.0,59.0
PS3,2007.0,Sports,Take-Two Interactive,E,0.16,0.0,0.0,0.01,0.18,81.0,9.0,7.1,8.0
PS2,2002.0,Sports,Konami Digital Entertainment,T,0.04,0.03,0.1,0.01,0.18,67.0,24.0,9.0,7.0
XB,2005.0,Racing,THQ,T,0.13,0.04,0.0,0.01,0.18,68.0,39.0,9.1,15.0
Wii,2009.0,Action,505 Games,E10+,0.11,0.01,0.05,0.01,0.18,38.0,14.0,3.0,12.0
PS3,2012.0,Racing,Codemasters,E10+,0.02,0.12,0.0,0.03,0.18,75.0,27.0,6.3,43.0
PS2,2008.0,Racing,Sega,E,0.09,0.07,0.0,0.02,0.18,56.0,16.0,8.3,27.0
PS2,2004.0,Fighting,Global Star,T,0.09,0.07,0.0,0.02,0.18,54.0,29.0,7.7,7.0
PS3,2006.0,Racing,Sega,T,0.14,0.02,0.0,0.02,0.18,67.0,43.0,7.6,25.0
X360,2007.0,Sports,Take-Two Interactive,E,0.16,0.0,0.0,0.01,0.18,81.0,21.0,6.9,16.0
PS3,2010.0,Action,Activision,E10+,0.12,0.03,0.0,0.02,0.18,51.0,18.0,7.0,6.0
X360,2010.0,Action,Tecmo Koei,T,0.11,0.03,0.02,0.01,0.18,65.0,27.0,7.8,20.0
XB,2003.0,Sports,Electronic Arts,E,0.13,0.04,0.0,0.01,0.18,85.0,21.0,6.5,31.0
X360,2009.0,Shooter,DTP Entertainment,M,0.14,0.02,0.01,0.01,0.18,56.0,46.0,7.1,55.0
PS3,2011.0,Shooter,Square Enix,M,0.07,0.07,0.0,0.03,0.18,44.0,31.0,1.7,46.0
PS4,2015.0,Sports,Electronic Arts,E,0.1,0.04,0.0,0.03,0.18,59.0,27.0,6.1,70.0
DS,2008.0,Fighting,THQ,T,0.14,0.02,0.0,0.01,0.18,58.0,15.0,7.8,6.0
PSP,2010.0,Misc,Ubisoft Annecy,M,0.07,0.02,0.07,0.02,0.18,38.0,34.0,5.6,37.0
PC,2014.0,Role-Playing,Namco Bandai Games,T,0.08,0.08,0.0,0.01,0.17,91.0,36.0,7.1,2318.0
PS2,2005.0,Action,Midway Games,M,0.09,0.07,0.0,0.02,0.17,75.0,37.0,8.0,23.0
PS2,2005.0,Sports,Sony Computer Entertainment,E,0.09,0.07,0.0,0.02,0.17,78.0,32.0,8.3,11.0
XOne,2014.0,Misc,Microsoft Game Studios,E10+,0.11,0.05,0.0,0.02,0.17,73.0,26.0,7.0,151.0
PS2,2001.0,Shooter,Midas Interactive Entertainment,T,0.09,0.07,0.0,0.02,0.17,54.0,15.0,4.6,5.0
DS,2006.0,Sports,Konami Digital Entertainment,E,0.0,0.0,0.17,0.0,0.17,63.0,5.0,7.9,12.0
PS2,2001.0,Adventure,3DO,T,0.09,0.07,0.0,0.02,0.17,49.0,12.0,4.5,6.0
PS3,2008.0,Sports,Activision,E,0.16,0.0,0.0,0.01,0.17,31.0,4.0,4.4,9.0
PSV,2011.0,Racing,Namco Bandai Games,E10+,0.03,0.07,0.05,0.02,0.17,44.0,39.0,3.7,59.0
PS3,2009.0,Sports,Spike,E,0.16,0.0,0.0,0.01,0.17,61.0,19.0,4.0,6.0
PS2,2002.0,Sports,Sony Computer Entertainment,E,0.08,0.07,0.0,0.02,0.17,73.0,15.0,7.4,10.0
X360,2009.0,Racing,Atari,E,0.06,0.09,0.0,0.02,0.17,72.0,54.0,7.0,60.0
XB,2003.0,Sports,Microsoft Game Studios,E,0.13,0.04,0.0,0.01,0.17,71.0,31.0,8.2,11.0
PS2,2004.0,Sports,Sony Computer Entertainment,E,0.08,0.07,0.0,0.02,0.17,66.0,24.0,9.1,14.0
PC,2011.0,Role-Playing,Square Enix,T,0.08,0.08,0.0,0.02,0.17,72.0,37.0,4.7,399.0
GC,2003.0,Platform,Vivendi Games,E,0.13,0.03,0.0,0.0,0.17,61.0,17.0,7.3,8.0
DS,2008.0,Sports,Electronic Arts,E,0.14,0.02,0.0,0.01,0.17,72.0,13.0,7.8,12.0
GC,2005.0,Action,Activision,M,0.13,0.03,0.0,0.0,0.17,59.0,25.0,8.8,24.0
XB,2003.0,Shooter,Vivendi Games,T,0.13,0.04,0.0,0.01,0.17,82.0,35.0,8.7,15.0
PS4,2015.0,Action,Tecmo Koei,T,0.05,0.07,0.02,0.02,0.17,74.0,35.0,7.6,74.0
PC,2012.0,Role-Playing,Funcom,M,0.07,0.08,0.0,0.02,0.17,74.0,55.0,8.2,1326.0
PS2,2001.0,Shooter,Virgin Interactive,T,0.08,0.07,0.0,0.02,0.17,80.0,19.0,8.3,11.0
X360,2008.0,Sports,Take-Two Interactive,E10+,0.15,0.01,0.0,0.01,0.17,69.0,33.0,6.7,7.0
GC,2005.0,Fighting,Electronic Arts,T,0.13,0.03,0.0,0.0,0.17,87.0,32.0,7.9,7.0
PS,2001.0,Platform,Sony Computer Entertainment,E,0.1,0.07,0.0,0.01,0.17,73.0,7.0,8.5,6.0
PS3,2009.0,Strategy,Sega,M,0.13,0.02,0.0,0.02,0.17,51.0,28.0,5.3,20.0
XB,2004.0,Shooter,Midway Games,M,0.13,0.04,0.0,0.01,0.17,84.0,55.0,7.9,18.0
X360,2006.0,Action,Activision,T,0.16,0.0,0.0,0.01,0.17,52.0,57.0,6.1,20.0
XB,2003.0,Shooter,Vivendi Games,M,0.13,0.04,0.0,0.01,0.17,69.0,22.0,6.3,7.0
X360,2013.0,Action,Square Enix,M,0.07,0.08,0.0,0.02,0.17,69.0,14.0,7.2,45.0
PS2,2003.0,Strategy,Jaleco,T,0.08,0.07,0.0,0.02,0.17,68.0,21.0,8.7,14.0
PS2,2000.0,Action,3DO,T,0.08,0.07,0.0,0.02,0.17,65.0,16.0,5.9,7.0
PC,2012.0,Shooter,Ubisoft,M,0.05,0.1,0.0,0.02,0.17,71.0,13.0,4.9,368.0
PS3,2011.0,Platform,Sony Computer Entertainment,E10+,0.08,0.06,0.0,0.03,0.17,53.0,39.0,6.1,16.0
PS2,2003.0,Action,Midway Games,M,0.08,0.07,0.0,0.02,0.17,71.0,27.0,7.9,11.0
GC,2003.0,Platform,Warner Bros. Interactive Entertainment,E,0.13,0.03,0.0,0.0,0.17,64.0,6.0,5.0,4.0
PS3,2008.0,Action,Disney Interactive Studios,T,0.14,0.01,0.0,0.02,0.17,56.0,16.0,5.6,8.0
X360,2006.0,Sports,Take-Two Interactive,E,0.15,0.0,0.0,0.01,0.17,75.0,52.0,6.8,25.0
XB,2003.0,Action,Interplay,M,0.13,0.04,0.0,0.01,0.17,72.0,26.0,8.6,5.0
X360,2011.0,Action,Sega,T,0.11,0.05,0.0,0.01,0.17,60.0,48.0,6.4,37.0
PSV,2014.0,Misc,Nippon Ichi Software,M,0.08,0.05,0.0,0.04,0.17,81.0,50.0,8.7,140.0
XB,2004.0,Action,Eidos Interactive,M,0.13,0.04,0.0,0.01,0.17,82.0,61.0,7.3,12.0
PS3,2011.0,Racing,Capcom,E,0.04,0.1,0.0,0.03,0.17,68.0,32.0,6.1,23.0
PSP,2008.0,Sports,Sony Computer Entertainment,E,0.16,0.0,0.0,0.01,0.17,79.0,9.0,7.4,7.0
GBA,2005.0,Action,Electronic Arts,E10+,0.12,0.05,0.0,0.0,0.17,61.0,5.0,6.9,9.0
Wii,2007.0,Action,Ignition Entertainment,E,0.16,0.0,0.0,0.01,0.17,77.0,41.0,7.4,16.0
Wii,2008.0,Misc,Sega,E,0.08,0.06,0.01,0.02,0.17,70.0,47.0,6.6,11.0
PS3,2010.0,Action,Warner Bros. Interactive Entertainment,T,0.1,0.04,0.0,0.02,0.17,58.0,12.0,6.0,8.0
XB,2003.0,Action,Electronic Arts,M,0.13,0.04,0.0,0.01,0.17,57.0,27.0,9.2,5.0
